Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,A,B,Bridge,ED,Meta Description,Meta Features,Lens Color,Frame Colo,SKU,Lifestyle,Fit,Category,Gender,Frame Material,Shape,Mount,Polar/Non Polar,Lens Material
liberty-slam-goggle,Liberty Slam Goggle,<p>Our Slam Goggles prescription sports eyewear deliver premium optical quality indoors and outdoors with impact resistant Rx polycarbonate lenses.</p>,Liberty,Goggles,"Category-Sunglasses, Brand-Liberty, Price-174.95, Gender-Unisex, Shape-XXXXX, Frame Color-Navy Blue/Dark Grey,Frame Color-Shiny Black/Grey, Lens Color-Dark Grey,Lens Color-Grey",True,Frame Color/Lens Color,Navy Blue/Dark Grey,,,,,6289,0,shopify,continue,manual,174.95,,True,True,,https://www.libertysport.com/media/catalog/product/cache/4433cc4d8a05a01ebccc1272e5f4b794/s/l/slamgoggle_navyblue_31b0a9c5-4325-461c-bd71-114cce801b79_480x480.jpg,1,[Navy Blue/Dark Grey],False,,,,,,,,,,,,,,,,https://www.libertysport.com/media/catalog/product/cache/4433cc4d8a05a01ebccc1272e5f4b794/s/l/slamgoggle_navyblue_31b0a9c5-4325-461c-bd71-114cce801b79_480x480.jpg,lb,,,,,,,,,,,,,,,,,,,,
liberty-slam-goggle,,,,,,,,Shiny Black/Grey,,,,,6292,0,shopify,continue,manual,174.95,,True,True,,https://www.libertysport.com/media/catalog/product/cache/4433cc4d8a05a01ebccc1272e5f4b794/s/l/slamgoggle_shinyblack_1e4e157e-ebd8-4833-a662-5b6459d5dbc5_480x480.jpg,2,[Shiny Black/Grey],,,,,,,,,,,,,,,,,https://www.libertysport.com/media/catalog/product/cache/4433cc4d8a05a01ebccc1272e5f4b794/s/l/slamgoggle_shinyblack_1e4e157e-ebd8-4833-a662-5b6459d5dbc5_480x480.jpg,lb,,,,,,,,,,,,,,,,,,,,
liberty-z8-y90,Liberty Z8-Y90,"<p>Designed with durable and flexible material to be Virtually Indestructible 100% BPH free, hypoallergenic, and better scratch resistance compared to acetate or injected nylon</p>",Liberty,Eyeglasses,"Category-Eyeglasses, Brand-Liberty, Price-125, Gender-XXXXX, Shape-XXXXX, Frame Color-Crystal Grey/Blue Orange,Frame Color-Crystal Lavender/Pink,Frame Color-Crystal Navy/Lime,Frame Color-Crystal Turquoise/Pink, Lens Color-Blue Orange,Lens Color-Pink,Lens Color-Lime,Lens Color-Pink",True,Frame Color/Lens Color,Crystal Grey/Blue Orange,,,,,7995,0,shopify,continue,manual,125,,True,True,,https://www.libertysport.com/media/catalog/product/cache/4433cc4d8a05a01ebccc1272e5f4b794/z/8/z8-y90_angled_crystal_lavender_pink_480x480.png,1,[Crystal Lavender/Pink],False,,,,,,,,,,,,,,,,NO IMAGE AVAILABLE,lb,,,,,,,,,,,,,,,,,,,,
liberty-z8-y90,,,,,,,,Crystal Lavender/Pink,,,,,7996,0,shopify,continue,manual,125,,True,True,,https://www.libertysport.com/media/catalog/product/cache/4433cc4d8a05a01ebccc1272e5f4b794/z/8/z8-y90_angled_crystal_navy_lime_480x480.png,2,[Crystal Navy/Lime],,,,,,,,,,,,,,,,,https://www.libertysport.com/media/catalog/product/cache/4433cc4d8a05a01ebccc1272e5f4b794/z/8/z8-y90_angled_crystal_lavender_pink_480x480.png,lb,,,,,,,,,,,,,,,,,,,,
liberty-z8-y90,,,,,,,,Crystal Navy/Lime,,,,,7994,0,shopify,continue,manual,125,,True,True,,https://www.libertysport.com/media/catalog/product/cache/4433cc4d8a05a01ebccc1272e5f4b794/z/8/z8-y90_angled_crystal_turquoise_pink_480x480.png,3,[Crystal Turquoise/Pink],,,,,,,,,,,,,,,,,https://www.libertysport.com/media/catalog/product/cache/4433cc4d8a05a01ebccc1272e5f4b794/z/8/z8-y90_angled_crystal_navy_lime_480x480.png,lb,,,,,,,,,,,,,,,,,,,,
liberty-rs-41,Liberty Rs-41,"<p>
 

Nearly 5 years in the making, the RS-41 is built upon 40 years of sport protective R&D. Tested to ASTM F803 standards this next generation style features new eye rim cushioning, temple padding, and an improved venting system that protects eyes from</p>",Liberty,Sunglasses,"Category-Sunglasses, Brand-Liberty, Price-174.95, Gender-XXXXX, Shape-XXXXX, Frame Color-Gunmetal/Orange,Frame Color-Matte Black/Cyan,Frame Color-Matte Navy/Green,Frame Color-Shiny Black/Red, Lens Color-Orange,Lens Color-Cyan,Lens Color-Green,Lens Color-Red",True,Frame Color/Lens Color,Gunmetal/Orange,,,,,5511,0,shopify,continue,manual,174.95,,True,True,,https://www.libertysport.com/media/catalog/product/cache/4433cc4d8a05a01ebccc1272e5f4b794/m/a/matte_black_cyan_273_480x480.png,1,[Matte Black/Cyan],False,,,,,,,,,,,,,,,,NO IMAGE AVAILABLE,lb,,,,,,,,,,,,,,,,,,,,
liberty-rs-41,,,,,,,,Matte Black/Cyan,,,,,5517,0,shopify,continue,manual,174.95,,True,True,,https://www.libertysport.com/media/catalog/product/cache/4433cc4d8a05a01ebccc1272e5f4b794/m/a/matte_navy_green_638_480x480.png,2,[Matte Navy/Green],,,,,,,,,,,,,,,,,https://www.libertysport.com/media/catalog/product/cache/4433cc4d8a05a01ebccc1272e5f4b794/m/a/matte_black_cyan_273_480x480.png,lb,,,,,,,,,,,,,,,,,,,,
liberty-rs-41,,,,,,,,Matte Navy/Green,,,,,5523,0,shopify,continue,manual,174.95,,True,True,,https://www.libertysport.com/media/catalog/product/cache/4433cc4d8a05a01ebccc1272e5f4b794/r/s/rs41_shinyblack_red_goggle_221_480x480.png,3,[Shiny Black/Red],,,,,,,,,,,,,,,,,https://www.libertysport.com/media/catalog/product/cache/4433cc4d8a05a01ebccc1272e5f4b794/m/a/matte_navy_green_638_480x480.png,lb,,,,,,,,,,,,,,,,,,,,
liberty-z8-y80,Liberty Z8-Y80,"<p>Designed to be Virtually Indestructible, the Z8-Y80 Youth frames uses specially designed for ultimate ruggedness and flexibility. Tough enough to be bent, twisted, stomped and dropped, these frames are made to stand the test of time--and kids!
Features:</p>",Liberty,Eyeglasses,"Category-Eyeglasses, Brand-Liberty, Price-125, Gender-XXXXX, Shape-XXXXX, Frame Color-Crystal Lavender/Glitter,Frame Color-Crystal Navy/Orange,Frame Color-Crystal Sky Blue,Frame Color-Tortoise Magenta/Pink, Lens Color-Glitter,Lens Color-Orange,Lens Color-Crystal Sky Blue,Lens Color-Pink",True,Frame Color/Lens Color,Crystal Lavender/Glitter,,,,,7990,0,shopify,continue,manual,125,,True,True,,https://www.libertysport.com/media/catalog/product/cache/4433cc4d8a05a01ebccc1272e5f4b794/z/8/z8-y80_angle_crystal_lavender_glitter.png,1,[Crystal Lavender/Glitter],False,,,,,,,,,,,,,,,,https://www.libertysport.com/media/catalog/product/cache/4433cc4d8a05a01ebccc1272e5f4b794/z/8/z8-y80_angle_crystal_lavender_glitter.png,lb,,,,,,,,,,,,,,,,,,,,
liberty-z8-y80,,,,,,,,Crystal Navy/Orange,,,,,7991,0,shopify,continue,manual,125,,True,True,,https://www.libertysport.com/media/catalog/product/cache/4433cc4d8a05a01ebccc1272e5f4b794/z/8/z8-y80_angle_crystal_navy_orange_480x480.png,2,[Crystal Navy/Orange],,,,,,,,,,,,,,,,,https://www.libertysport.com/media/catalog/product/cache/4433cc4d8a05a01ebccc1272e5f4b794/z/8/z8-y80_angle_crystal_navy_orange_480x480.png,lb,,,,,,,,,,,,,,,,,,,,
liberty-z8-y80,,,,,,,,Crystal Sky Blue,,,,,7989,0,shopify,continue,manual,125,,True,True,,https://www.libertysport.com/media/catalog/product/cache/4433cc4d8a05a01ebccc1272e5f4b794/z/8/z8-y80_angle_crystal_sky_blue_480x480.png,3,[Crystal Sky Blue],,,,,,,,,,,,,,,,,https://www.libertysport.com/media/catalog/product/cache/4433cc4d8a05a01ebccc1272e5f4b794/z/8/z8-y80_angle_crystal_sky_blue_480x480.png,lb,,,,,,,,,,,,,,,,,,,,
liberty-z8-y80,,,,,,,,Tortoise Magenta/Pink,,,,,7992,0,shopify,continue,manual,125,,True,True,,https://www.libertysport.com/media/catalog/product/cache/4433cc4d8a05a01ebccc1272e5f4b794/z/8/z8-y80_angle_tortoise_magenta_pink_480x480.png,4,[Tortoise Magenta/Pink],,,,,,,,,,,,,,,,,https://www.libertysport.com/media/catalog/product/cache/4433cc4d8a05a01ebccc1272e5f4b794/z/8/z8-y80_angle_tortoise_magenta_pink_480x480.png,lb,,,,,,,,,,,,,,,,,,,,
liberty-free-spirit-xl,Liberty Free Spirit Xl,<p>Sport sunglasses designed for speed with the motorcycle rider in mind: head hugging and pierced temple allows for air flow and fits under most helmets.</p>,Liberty,Sunglasses,"Category-Sunglasses, Brand-Liberty, Price-442.95, Gender-XXXXX, Shape-XXXXX, Frame Color-Army Green,Frame Color-Soft Cobalt Blue,Frame Color-Matte Black, Lens Color-Army Green,Lens Color-Soft Cobalt Blue,Lens Color-Matte Black",True,Frame Color/Lens Color,Army Green,,,,,2720,0,shopify,continue,manual,442.95,,True,True,,https://www.libertysport.com/media/catalog/product/cache/4433cc4d8a05a01ebccc1272e5f4b794/f/r/free_spirit_xl_army_green_480x480.jpg,1,[Army Green],False,,,,,,,,,,,,,,,,https://www.libertysport.com/media/catalog/product/cache/4433cc4d8a05a01ebccc1272e5f4b794/f/r/free_spirit_xl_army_green_480x480.jpg,lb,,,,,,,,,,,,,,,,,,,,
liberty-free-spirit-xl,,,,,,,,Soft Cobalt Blue,,,,,8200,0,shopify,continue,manual,442.95,,True,True,,https://www.libertysport.com/media/catalog/product/cache/4433cc4d8a05a01ebccc1272e5f4b794/f/r/free_spirit_xl_matte_black_480x480.jpg,2,[Matte Black],,,,,,,,,,,,,,,,,NO IMAGE AVAILABLE,lb,,,,,,,,,,,,,,,,,,,,
liberty-escapade,Liberty Escapade,"<p>Sport sunglasses available in a prescription featuring thin back cushions to protect eyes from wind, dust and debris; a great water sport eyewear option.</p>",Liberty,Sunglasses,"Category-Sunglasses, Brand-Liberty, Price-167.95, Gender-XXXXX, Shape-XXXXX, Frame Color-Matte Black,Frame Color-Shiny Black,Frame Color-Shiny Gunmetal, Lens Color-Matte Black,Lens Color-Shiny Black,Lens Color-Shiny Gunmetal",True,Frame Color/Lens Color,Matte Black,,,,,2500,0,shopify,continue,manual,167.95,,True,True,,https://www.libertysport.com/media/catalog/product/cache/4433cc4d8a05a01ebccc1272e5f4b794/e/s/escapade_i_-_matte_black_480x480.jpg,1,[Matte Black],False,,,,,,,,,,,,,,,,https://www.libertysport.com/media/catalog/product/cache/4433cc4d8a05a01ebccc1272e5f4b794/e/s/escapade_i_-_matte_black_480x480.jpg,lb,,,,,,,,,,,,,,,,,,,,
liberty-escapade,,,,,,,,Shiny Black,,,,,2522,0,shopify,continue,manual,167.95,,True,True,,https://www.libertysport.com/media/catalog/product/cache/4433cc4d8a05a01ebccc1272e5f4b794/e/s/escapade_ii_shiny_black_480x480.jpg,2,[Shiny Black],,,,,,,,,,,,,,,,,https://www.libertysport.com/media/catalog/product/cache/4433cc4d8a05a01ebccc1272e5f4b794/e/s/escapade_ii_shiny_black_480x480.jpg,lb,,,,,,,,,,,,,,,,,,,,
liberty-escapade,,,,,,,,Shiny Gunmetal,,,,,2544,0,shopify,continue,manual,167.95,,True,True,,https://www.libertysport.com/media/catalog/product/cache/4433cc4d8a05a01ebccc1272e5f4b794/e/s/escapade_i_-_matte_black_480x480_1_.jpg,3,[Shiny Gunmetal],,,,,,,,,,,,,,,,,https://www.libertysport.com/media/catalog/product/cache/4433cc4d8a05a01ebccc1272e5f4b794/e/s/escapade_i_-_matte_black_480x480_1_.jpg,lb,,,,,,,,,,,,,,,,,,,,
liberty-chopper-6b,Liberty Chopper 6B,"<p>Comfortable and durable, the Chopper 6B Prescription Sunglasses provide a tight fit to minimize debris and dust infiltration.</p>",Liberty,Sunglasses,"Category-Sunglasses, Brand-Liberty, Price-237.95, Gender-Unisex, Shape-XXXXX, Frame Color-Matte Black/Shiny Silver,Frame Color-Shiny Black/Matte Black, Lens Color-Shiny Silver,Lens Color-Matte Black",True,Frame Color/Lens Color,Matte Black/Shiny Silver,,,,,1803,0,shopify,continue,manual,237.95,,True,True,,https://www.libertysport.com/media/catalog/product/cache/4433cc4d8a05a01ebccc1272e5f4b794/c/h/chopper_matte_black_480x480.jpg,1,[Matte Black/Shiny Silver],False,,,,,,,,,,,,,,,,https://www.libertysport.com/media/catalog/product/cache/4433cc4d8a05a01ebccc1272e5f4b794/c/h/chopper_matte_black_480x480.jpg,lb,,,,,,,,,,,,,,,,,,,,
liberty-chopper-6b,,,,,,,,Shiny Black/Matte Black,,,,,1805,0,shopify,continue,manual,237.95,,True,True,,https://www.libertysport.com/media/catalog/product/cache/4433cc4d8a05a01ebccc1272e5f4b794/c/h/chopper_black_480x480.jpg,2,[Shiny Black/Matte Black],,,,,,,,,,,,,,,,,https://www.libertysport.com/media/catalog/product/cache/4433cc4d8a05a01ebccc1272e5f4b794/c/h/chopper_black_480x480.jpg,lb,,,,,,,,,,,,,,,,,,,,
liberty-deflector,Liberty Deflector,"<p>Deflector motorcycle eyewear protect the eyes from dust and debris, and fit under cycling and motorcycle helmets, perfect for speed and road activities.</p>",Liberty,Motorcycle,"Category-Motorcycle, Brand-Liberty, Price-442.95, Gender-XXXXX, Shape-XXXXX, Frame Color-Matte Black,Frame Color-Shiny Black, Lens Color-Matte Black,Lens Color-Shiny Black",True,Frame Color/Lens Color,Matte Black,,,,,2417,0,shopify,continue,manual,442.95,,True,True,,https://www.libertysport.com/media/catalog/product/cache/4433cc4d8a05a01ebccc1272e5f4b794/d/e/deflector_matteblack_480x480.jpg,1,[Matte Black],False,,,,,,,,,,,,,,,,https://www.libertysport.com/media/catalog/product/cache/4433cc4d8a05a01ebccc1272e5f4b794/d/e/deflector_matteblack_480x480.jpg,lb,,,,,,,,,,,,,,,,,,,,
liberty-deflector,,,,,,,,Shiny Black,,,,,2439,0,shopify,continue,manual,442.95,,True,True,,https://www.libertysport.com/media/catalog/product/cache/4433cc4d8a05a01ebccc1272e5f4b794/d/e/deflector_shinyblackclear_480x480.jpg,2,[Shiny Black],,,,,,,,,,,,,,,,,https://www.libertysport.com/media/catalog/product/cache/4433cc4d8a05a01ebccc1272e5f4b794/d/e/deflector_shinyblackclear_480x480.jpg,lb,,,,,,,,,,,,,,,,,,,,
liberty-chaser,Liberty Chaser,<p>Prescription outdoor performance sun lenses with excellent peripheral vision and amber lenses that are extremely useful in forested and offroad environments.</p>,Liberty,Sunglasses,"Category-Sunglasses, Brand-Liberty, Price-442.95, Gender-Male, Shape-XXXXX, Frame Color-Olive,Frame Color-Shiny Black,Frame Color-Shiny Gunmetal, Lens Color-Olive,Lens Color-Shiny Black,Lens Color-Shiny Gunmetal",True,Frame Color/Lens Color,Olive,,,,,1566,0,shopify,continue,manual,442.95,,True,True,,https://www.libertysport.com/media/catalog/product/cache/4433cc4d8a05a01ebccc1272e5f4b794/o/l/olive_0810.jpg,1,[Olive],False,,,,,,,,,,,,,,,,https://www.libertysport.com/media/catalog/product/cache/4433cc4d8a05a01ebccc1272e5f4b794/o/l/olive_0810.jpg,lb,,,,,,,,,,,,,,,,,,,,
liberty-chaser,,,,,,,,Shiny Black,,,,,1522,0,shopify,continue,manual,442.95,,True,True,,https://www.libertysport.com/media/catalog/product/cache/4433cc4d8a05a01ebccc1272e5f4b794/g/l/glossy_black_0810.jpg,2,[Shiny Black],,,,,,,,,,,,,,,,,https://www.libertysport.com/media/catalog/product/cache/4433cc4d8a05a01ebccc1272e5f4b794/g/l/glossy_black_0810.jpg,lb,,,,,,,,,,,,,,,,,,,,
liberty-chaser,,,,,,,,Shiny Gunmetal,,,,,1544,0,shopify,continue,manual,442.95,,True,True,,https://www.libertysport.com/media/catalog/product/cache/4433cc4d8a05a01ebccc1272e5f4b794/g/u/gunmetal_0810.jpg,3,[Shiny Gunmetal],,,,,,,,,,,,,,,,,https://www.libertysport.com/media/catalog/product/cache/4433cc4d8a05a01ebccc1272e5f4b794/g/u/gunmetal_0810.jpg,lb,,,,,,,,,,,,,,,,,,,,
liberty-biker,Liberty Biker,<p>Motorcycle sunglasses with biker helmet friendly head hugging frame and performance sun lenses tailored to driving and riding - prescription available.</p>,Liberty,Sunglasses,"Category-Sunglasses, Brand-Liberty, Price-442.95, Gender-XXXXX, Shape-XXXXX, Frame Color-Soft Cobalt Blue,Frame Color-Grey Carbon,Frame Color-Soft Matte Black, Lens Color-Soft Cobalt Blue,Lens Color-Grey Carbon,Lens Color-Soft Matte Black",True,Frame Color/Lens Color,Soft Cobalt Blue,,,,,1218,0,shopify,continue,manual,442.95,,True,True,,https://www.libertysport.com/media/catalog/product/cache/4433cc4d8a05a01ebccc1272e5f4b794/b/i/biker_greycarbon_480x480.jpg,1,[Grey Carbon],False,,,,,,,,,,,,,,,,NO IMAGE AVAILABLE,lb,,,,,,,,,,,,,,,,,,,,
liberty-biker,,,,,,,,Grey Carbon,,,,,1240,0,shopify,continue,manual,442.95,,True,True,,https://www.libertysport.com/media/catalog/product/cache/4433cc4d8a05a01ebccc1272e5f4b794/b/i/biker_softmatteblack_480x480.jpg,2,[Soft Matte Black],,,,,,,,,,,,,,,,,https://www.libertysport.com/media/catalog/product/cache/4433cc4d8a05a01ebccc1272e5f4b794/b/i/biker_greycarbon_480x480.jpg,lb,,,,,,,,,,,,,,,,,,,,
liberty-rs-50,Liberty Rs-50,"<p>Designed to fit Japanese, Korean, Chinese, African American, & other patients with a low nose bridge or flatter face morphology, the RS-50 is the next generation of Rec Specs. The Asian Fit of the RS-50 provides a solution that keeps the frame away from t</p>",Liberty,Sunglasses,"Category-Sunglasses, Brand-Liberty, Price-174.95, Gender-Unisex, Shape-XXXXX, Frame Color-Matte Black/Red,Frame Color-Shiny Crimson/Black,Frame Color-Shiny Navy/Green, Lens Color-Red,Lens Color-Black,Lens Color-Green",True,Frame Color/Lens Color,Matte Black/Red,,,,,5615,0,shopify,continue,manual,174.95,,True,True,,https://www.libertysport.com/media/catalog/product/cache/4433cc4d8a05a01ebccc1272e5f4b794/r/s/rs-50_crimson_lowbridge-01.png,1,[Shiny Crimson/Black],False,,,,,,,,,,,,,,,,NO IMAGE AVAILABLE,lb,,,,,,,,,,,,,,,,,,,,
liberty-rs-50,,,,,,,,Shiny Crimson/Black,,,,,5603,0,shopify,continue,manual,174.95,,True,True,,https://www.libertysport.com/media/catalog/product/cache/4433cc4d8a05a01ebccc1272e5f4b794/r/s/rs-50_navy_lowbridge-01.png,2,[Shiny Navy/Green],,,,,,,,,,,,,,,,,https://www.libertysport.com/media/catalog/product/cache/4433cc4d8a05a01ebccc1272e5f4b794/r/s/rs-50_crimson_lowbridge-01.png,lb,,,,,,,,,,,,,,,,,,,,
liberty-rs-51,Liberty Rs-51,"<p>Designed to fit Japanese, Korean, Chinese, African American, & other patients with a low nose bridge or flatter face morphology, the RS-51 is the next generation of Rec Specs. The Asian Fit of the RS-51 provides a goggle solution that keeps the frame away</p>",Liberty,Sunglasses,"Category-Sunglasses, Brand-Liberty, Price-174.95, Gender-Unisex, Shape-XXXXX, Frame Color-Matte Black/Red,Frame Color-Shiny Crimson/Black,Frame Color-Shiny Navy/Green, Lens Color-Red,Lens Color-Black,Lens Color-Green",True,Frame Color/Lens Color,Matte Black/Red,,,,,5730,0,shopify,continue,manual,174.95,,True,True,,https://www.libertysport.com/media/catalog/product/cache/4433cc4d8a05a01ebccc1272e5f4b794/r/s/rs-51_black_lowbridge-01_480x480.png,1,[Matte Black/Red],False,,,,,,,,,,,,,,,,https://www.libertysport.com/media/catalog/product/cache/4433cc4d8a05a01ebccc1272e5f4b794/r/s/rs-51_black_lowbridge-01_480x480.png,lb,,,,,,,,,,,,,,,,,,,,
liberty-rs-51,,,,,,,,Shiny Crimson/Black,,,,,5718,0,shopify,continue,manual,174.95,,True,True,,https://www.libertysport.com/media/catalog/product/cache/4433cc4d8a05a01ebccc1272e5f4b794/r/s/rs-51_crimson_lowbridge-01_480x480.png,2,[Shiny Crimson/Black],,,,,,,,,,,,,,,,,https://www.libertysport.com/media/catalog/product/cache/4433cc4d8a05a01ebccc1272e5f4b794/r/s/rs-51_crimson_lowbridge-01_480x480.png,lb,,,,,,,,,,,,,,,,,,,,
liberty-rs-51,,,,,,,,Shiny Navy/Green,,,,,5724,0,shopify,continue,manual,174.95,,True,True,,https://www.libertysport.com/media/catalog/product/cache/4433cc4d8a05a01ebccc1272e5f4b794/r/s/rs-51_navy_lowbridge-01_480x480.png,3,[Shiny Navy/Green],,,,,,,,,,,,,,,,,https://www.libertysport.com/media/catalog/product/cache/4433cc4d8a05a01ebccc1272e5f4b794/r/s/rs-51_navy_lowbridge-01_480x480.png,lb,,,,,,,,,,,,,,,,,,,,
liberty-free-spirit,Liberty Free Spirit,<p>Outdoor prescription sport sunglasses with design features ideal for the speed and motion activities related to motorcycle riding and open top driving.</p>,Liberty,Sunglasses,"Category-Sunglasses, Brand-Liberty, Price-442.95, Gender-XXXXX, Shape-XXXXX, Frame Color-Army Green,Frame Color-Matte Black,Frame Color-Shiny Tortoise, Lens Color-Army Green,Lens Color-Matte Black,Lens Color-Shiny Tortoise",True,Frame Color/Lens Color,Army Green,,,,,2641,0,shopify,continue,manual,442.95,,True,True,,https://www.libertysport.com/media/catalog/product/cache/4433cc4d8a05a01ebccc1272e5f4b794/f/r/free_spirit_army_green_480x480.png,1,[Army Green],False,,,,,,,,,,,,,,,,https://www.libertysport.com/media/catalog/product/cache/4433cc4d8a05a01ebccc1272e5f4b794/f/r/free_spirit_army_green_480x480.png,lb,,,,,,,,,,,,,,,,,,,,
liberty-free-spirit,,,,,,,,Matte Black,,,,,2619,0,shopify,continue,manual,442.95,,True,True,,https://www.libertysport.com/media/catalog/product/cache/4433cc4d8a05a01ebccc1272e5f4b794/f/r/free_spirit_matte_black_480x480.jpg,2,[Matte Black],,,,,,,,,,,,,,,,,https://www.libertysport.com/media/catalog/product/cache/4433cc4d8a05a01ebccc1272e5f4b794/f/r/free_spirit_matte_black_480x480.jpg,lb,,,,,,,,,,,,,,,,,,,,
liberty-free-spirit,,,,,,,,Shiny Tortoise,,,,,2663,0,shopify,continue,manual,442.95,,True,True,,https://www.libertysport.com/media/catalog/product/cache/4433cc4d8a05a01ebccc1272e5f4b794/f/r/free_spirit_tortoise_480x480.jpg,3,[Shiny Tortoise],,,,,,,,,,,,,,,,,https://www.libertysport.com/media/catalog/product/cache/4433cc4d8a05a01ebccc1272e5f4b794/f/r/free_spirit_tortoise_480x480.jpg,lb,,,,,,,,,,,,,,,,,,,,
liberty-adventure,Liberty Adventure,"<p>Adventure I are ideal sports sunglasses and riding glasses, offering protection against sun and dust with rx performance sun lenses.</p>",Liberty,Sunglasses,"Category-Sunglasses, Brand-Liberty, Price-442.95, Gender-XXXXX, Shape-XXXXX, Frame Color-Matte Blue,Frame Color-Matte Gunmetal,Frame Color-Shiny Gunmetal, Lens Color-Matte Blue,Lens Color-Matte Gunmetal,Lens Color-Shiny Gunmetal",True,Frame Color/Lens Color,Matte Blue,,,,,70,0,shopify,continue,manual,442.95,,True,True,,https://www.libertysport.com/media/catalog/product/cache/4433cc4d8a05a01ebccc1272e5f4b794/a/d/adventure_2_1.jpg,1,[Matte Blue],False,,,,,,,,,,,,,,,,https://www.libertysport.com/media/catalog/product/cache/4433cc4d8a05a01ebccc1272e5f4b794/a/d/adventure_2_1.jpg,lb,,,,,,,,,,,,,,,,,,,,
liberty-adventure,,,,,,,,Matte Gunmetal,,,,,114,0,shopify,continue,manual,442.95,,True,True,,https://www.libertysport.com/media/catalog/product/cache/4433cc4d8a05a01ebccc1272e5f4b794/a/d/adventure_59_1.jpg,2,[Matte Gunmetal],,,,,,,,,,,,,,,,,https://www.libertysport.com/media/catalog/product/cache/4433cc4d8a05a01ebccc1272e5f4b794/a/d/adventure_59_1.jpg,lb,,,,,,,,,,,,,,,,,,,,
liberty-adventure,,,,,,,,Shiny Gunmetal,,,,,92,0,shopify,continue,manual,442.95,,True,True,,https://www.libertysport.com/media/catalog/product/cache/4433cc4d8a05a01ebccc1272e5f4b794/a/d/adventure_27_1.jpg,3,[Shiny Gunmetal],,,,,,,,,,,,,,,,,https://www.libertysport.com/media/catalog/product/cache/4433cc4d8a05a01ebccc1272e5f4b794/a/d/adventure_27_1.jpg,lb,,,,,,,,,,,,,,,,,,,,
liberty-highlander-[ppe],Liberty Highlander [Ppe],<p>The Highlander multi-sport sunglasses provide great coverage with an 8-base lens and wrap-around design with soft rubber nose pads. The flexible and tough injected nylon construction makes for a durable frame that's perfectly designed to fit comfortably b</p>,Liberty,Ppe,"Category-Ppe, Brand-Liberty, Price-224.95, Gender-XXXXX, Shape-XXXXX, Frame Color-Burgundy,Frame Color-Matte Black,Frame Color-Shiny Gunmetal, Lens Color-Burgundy,Lens Color-Matte Black,Lens Color-Shiny Gunmetal",True,Frame Color/Lens Color,Burgundy,,,,,3529,0,shopify,continue,manual,224.95,,True,True,,https://www.libertysport.com/media/catalog/product/cache/4433cc4d8a05a01ebccc1272e5f4b794/h/i/highlander_matte_dark_maroon_1_1.jpg,1,[Burgundy],False,,,,,,,,,,,,,,,,https://www.libertysport.com/media/catalog/product/cache/4433cc4d8a05a01ebccc1272e5f4b794/h/i/highlander_matte_dark_maroon_1_1.jpg,lb,,,,,,,,,,,,,,,,,,,,
liberty-highlander-[ppe],,,,,,,,Matte Black,,,,,3530,0,shopify,continue,manual,224.95,,True,True,,https://www.libertysport.com/media/catalog/product/cache/4433cc4d8a05a01ebccc1272e5f4b794/h/i/highlander_matte_black_1_1.jpg,2,[Matte Black],,,,,,,,,,,,,,,,,https://www.libertysport.com/media/catalog/product/cache/4433cc4d8a05a01ebccc1272e5f4b794/h/i/highlander_matte_black_1_1.jpg,lb,,,,,,,,,,,,,,,,,,,,
liberty-highlander-[ppe],,,,,,,,Shiny Gunmetal,,,,,3531,0,shopify,continue,manual,224.95,,True,True,,https://www.libertysport.com/media/catalog/product/cache/4433cc4d8a05a01ebccc1272e5f4b794/h/i/highlander_shiny_gun_1_1.jpg,3,[Shiny Gunmetal],,,,,,,,,,,,,,,,,https://www.libertysport.com/media/catalog/product/cache/4433cc4d8a05a01ebccc1272e5f4b794/h/i/highlander_shiny_gun_1_1.jpg,lb,,,,,,,,,,,,,,,,,,,,
